181,4/1/2022,91,0.18, ,0, ,530, ,12.8, ,85.8, ,53.5, ,68.6, ,84, ,27, ,54, ,51.2, ,2.4, ,56.4, ,67.6, 
181,4/2/2022,92,0.17,R,0, ,542, ,12.9, ,83.6, ,51.5, ,66.8, ,91, ,29, ,58, ,51.3, ,2.0, ,47.6, ,68.2, 
181,4/3/2022,93,0.17,R,0, ,516, ,13.3, ,83.8, ,51.4, ,67.6, ,91, ,32, ,58, ,52.2, ,1.9, ,45.8, ,68.6, 
181,4/4/2022,94,0.19, ,0, ,577, ,13.7, ,88.8, ,54.4, ,69.9, ,84, ,23, ,55, ,52.9, ,2.0, ,47.2, ,69.5, 
181,4/5/2022,95,0.19, ,0, ,584, ,15.5, ,90.7, ,52.5, ,70.3, ,92, ,27, ,61, ,56.4, ,1.9, ,45.9, ,70.4, 
181,4/6/2022,96,0.21, ,0, ,603, ,11.0, ,93.9, ,53.7, ,73.1, ,87, ,11, ,40, ,47.1, ,1.8, ,43.2, ,71.1, 
181,4/7/2022,97,0.23, ,0, ,620, ,8.9, ,94.8, ,56.8, ,76.3, ,59, ,10, ,29, ,41.4, ,2.6, ,62.6, ,71.1, 
181,4/8/2022,98,0.21, ,0, ,626, ,10.5, ,97.1, ,56.4, ,75.2, ,74, ,10, ,35, ,45.7, ,1.7, ,41.6, ,72.6, 
181,4/9/2022,99,0.24, ,0, ,608, ,11.5, ,93.0, ,53.1, ,75.9, ,85, ,19, ,38, ,48.3, ,3.2, ,77.5, ,74.0, 
181,4/10/2022,100,0.23, ,0, ,606, ,10.9, ,87.1, ,55.8, ,73.8, ,73, ,23, ,38, ,46.8, ,3.5, ,83.7, ,73.3, 
181,4/11/2022,101,0.24, ,0, ,603, ,10.5, ,82.0, ,60.6, ,70.5, ,55, ,31, ,41, ,45.9, ,5.5, ,132.7, ,72.2, 
181,4/12/2022,102,0.20,R,0, ,625, ,7.0, ,73.8, ,54.7, ,63.9, ,57, ,22, ,35, ,35.5, ,3.6, ,87.1, ,70.5, 
181,4/13/2022,103,0.19,R,0, ,637, ,7.1, ,75.6, ,41.6, ,61.4, ,75, ,21, ,38, ,35.8, ,1.7, ,40.6, ,69.1, 
181,4/14/2022,104,0.21, ,0, ,631, ,8.9, ,81.5, ,46.6, ,66.7, ,80, ,25, ,40, ,41.6, ,2.9, ,69.7, ,68.7, 
181,4/15/2022,105,0.21, ,0, ,627, ,9.9, ,82.7, ,48.6, ,69.8, ,59, ,30, ,40, ,44.3, ,2.8, ,66.1, ,69.3, 
181,4/16/2022,106,0.25, ,0, ,626, ,9.8, ,83.8, ,60.2, ,73.1, ,54, ,24, ,35, ,43.9, ,4.9, ,116.5, ,70.3, 
181,4/17/2022,107,0.21, ,0, ,642, ,13.3, ,90.4, ,51.3, ,69.5, ,84, ,31, ,54, ,52.1, ,2.5, ,59.2, ,70.2, 
181,4/18/2022,108,0.23, ,0, ,645, ,12.5, ,95.6, ,51.8, ,74.9, ,83, ,23, ,42, ,50.4, ,2.3, ,56.4, ,70.6, 
181,4/19/2022,109,0.27, ,0, ,604, ,8.4, ,89.2, ,63.7, ,76.8, ,50, ,14, ,27, ,40.0, ,5.2, ,125.9, ,71.3, 
181,4/20/2022,110,0.25, ,0, ,635, ,10.8, ,83.9, ,63.4, ,72.4, ,50, ,30, ,40, ,46.7, ,4.9, ,117.1, ,70.7, 
181,4/21/2022,111,0.24, ,0, ,638, ,10.4, ,86.8, ,54.5, ,71.6, ,63, ,28, ,39, ,45.5, ,4.3, ,103.6, ,70.7, 
181,4/22/2022,112,0.24, ,0, ,646, ,9.3, ,71.9, ,53.5, ,65.4, ,60, ,33, ,44, ,42.8, ,6.0, ,145.2, ,70.4, 
181,4/23/2022,113,0.21, ,0, ,657, ,10.3, ,81.2, ,48.7, ,65.8, ,76, ,28, ,48, ,45.4, ,2.4, ,58.1, ,69.1, 
181,4/24/2022,114,0.22, ,0, ,656, ,9.6, ,82.7, ,48.2, ,66.2, ,74, ,25, ,44, ,43.5, ,2.5, ,59.5, ,69.0, 
181,4/25/2022,115,0.21, ,0, ,634, ,8.6, ,92.0, ,48.0, ,70.6, ,74, ,9, ,34, ,40.5, ,2.2, ,52.7, ,69.2, 
181,4/26/2022,116,0.23, ,0, ,594, ,9.0, ,92.6, ,50.6, ,74.6, ,75, ,14, ,31, ,41.7, ,2.5, ,61.1, ,70.6, 
181,4/27/2022,117,0.27, ,0, ,666, ,6.5,Y,93.2, ,57.2, ,77.8, ,34, ,11, ,20,Y,33.4,Y,3.7, ,87.9, ,71.7, 
181,4/28/2022,118,0.28, ,0, ,665, ,8.0, ,90.7, ,55.4, ,74.1, ,48, ,8, ,28, ,38.8, ,5.4, ,129.0, ,72.2, 
181,4/29/2022,119,0.23, ,0, ,669, ,10.2, ,90.0, ,52.8, ,71.9, ,75, ,12, ,38, ,44.9, ,2.7, ,64.9, ,72.2, 
181,4/30/2022,120,0.25, ,0, ,673, ,10.4, ,92.9, ,52.7, ,76.1, ,79, ,14, ,34, ,45.5, ,2.9, ,70.0, ,73.1, 
