212,8/1/2022,213,0.11, ,0, ,290, ,16.3, ,81.9, ,60.7, ,69.8, ,82, ,45, ,66, ,57.8, ,6.3, ,150.7, ,69.8, 
212,8/2/2022,214,0.31, ,0.20, ,652, ,16.3, ,97.2, ,60.5, ,77.3, ,88, ,29, ,51, ,57.8, ,8.3, ,198.9, ,71.5, 
212,8/3/2022,215,0.32, ,0.09,H,671, ,15.5, ,97.5, ,62.4, ,78.6, ,75, ,29, ,46, ,56.3, ,10.6, ,255.0, ,70.2, 
212,8/4/2022,216,0.34, ,0.15, ,660, ,14.3, ,93.7, ,62.4, ,75.2, ,76, ,23, ,48, ,54.1, ,13.6, ,325.5, ,71.2, 
212,8/5/2022,217,0.27, ,0.45,H,642, ,16.2, ,85.9, ,60.0, ,69.3, ,82, ,45, ,66, ,57.5, ,13.6, ,325.7, ,67.8, 
212,8/6/2022,218,0.28, ,0.80,H,693,R,15.3, ,83.6, ,60.1, ,69.7, ,84, ,39, ,62, ,56.0, ,13.5, ,323.0, ,66.1, 
212,8/7/2022,219,0.30, ,0, ,698,R,14.4, ,86.9, ,58.4, ,70.1, ,85, ,34, ,57, ,54.3, ,14.4, ,346.0, ,66.2, 
212,8/8/2022,220,0.30, ,0, ,704,R,14.5, ,88.3, ,59.2, ,71.2, ,83, ,29, ,55, ,54.4, ,14.2, ,340.1, ,66.7, 
212,8/9/2022,221,0.30, ,0, ,657, ,14.7, ,85.7, ,60.2, ,70.1, ,81, ,35, ,58, ,54.8, ,14.4, ,346.2, ,67.2, 
212,8/10/2022,222,0.28, ,0, ,691,R,14.8, ,88.3, ,58.9, ,71.2, ,88, ,30, ,57, ,55.1, ,11.4, ,273.4, ,67.6, 
212,8/11/2022,223,0.29, ,0, ,689,R,14.8, ,90.2, ,59.5, ,71.9, ,90, ,25, ,56, ,55.1, ,11.3, ,271.7, ,68.6, 
212,8/12/2022,224,0.30, ,0, ,696,R,13.9, ,91.2, ,59.1, ,72.2, ,86, ,25, ,52, ,53.4, ,11.8, ,283.9, ,68.5, 
212,8/13/2022,225,0.28, ,0, ,693,R,13.5, ,95.0, ,58.2, ,73.9, ,82, ,19, ,47, ,52.5, ,8.8, ,211.5, ,69.0, 
212,8/14/2022,226,0.27, ,0, ,688,R,13.6, ,99.4, ,55.8, ,75.5, ,88, ,16, ,45, ,52.8, ,6.6, ,159.4, ,69.8, 
212,8/15/2022,227,0.27, ,0, ,673,R,13.9, ,103.0, ,58.0, ,79.1, ,83, ,14, ,41, ,53.3, ,6.1, ,145.3, ,71.3, 
212,8/16/2022,228,0.28, ,0, ,654, ,13.1, ,107.0,Y,57.1, ,81.2, ,83, ,11, ,36, ,51.8, ,5.2, ,125.7, ,72.5, 
212,8/17/2022,229,0.21,H,0, ,325, ,13.2, ,93.6, ,67.9,R,79.1,H,54,H,23,H,39, ,51.9, ,9.6, ,230.5, ,72.7, 
212,8/18/2022,230,0.32, ,0, ,236, ,14.3, ,93.2, ,64.8,Y,74.7, ,74, ,25, ,49, ,54.1, ,13.9, ,334.8, ,73.6, 
212,8/19/2022,231,0.30, ,0, ,631, ,14.8, ,96.0, ,59.4, ,75.3, ,82, ,25, ,49, ,55.0, ,11.2, ,268.5, ,70.9, 
212,8/20/2022,232,0.27, ,0, ,626, ,14.7, ,103.9, ,57.1, ,77.2, ,88, ,19, ,46, ,54.9, ,7.6, ,183.2, ,71.7, 
212,8/21/2022,233,0.29, ,0, ,622, ,15.1, ,86.2, ,58.9, ,69.9, ,86, ,35, ,60, ,55.6, ,14.8, ,354.4, ,70.3, 
212,8/22/2022,234,0.27, ,0, ,614, ,16.0, ,96.2, ,57.1, ,74.0, ,87, ,27, ,56, ,57.2, ,11.0, ,264.3, ,69.2, 
212,8/23/2022,235,0.25, ,0, ,608, ,16.9, ,100.8, ,60.0, ,77.3, ,91, ,25, ,53, ,58.7, ,7.3, ,176.1, ,71.8, 
212,8/24/2022,236,0.27, ,0, ,478, ,15.0, ,93.1, ,58.9, ,76.4, ,85, ,29, ,48, ,55.4, ,11.6, ,278.1, ,73.7, 
212,8/25/2022,237,0.25, ,0, ,611, ,15.6, ,88.1, ,57.0, ,69.3, ,95, ,35, ,64, ,56.6, ,11.8, ,283.8, ,69.9, 
212,8/26/2022,238,0.24, ,0, ,609, ,15.4, ,92.5, ,55.3, ,70.9, ,97, ,28, ,59, ,56.1, ,9.5, ,228.8, ,69.3, 
212,8/27/2022,239,0.26, ,0, ,601, ,14.9, ,87.3, ,56.0, ,69.1, ,92, ,36, ,61, ,55.2, ,12.0, ,287.9, ,69.2, 
212,8/28/2022,240,0.25, ,0, ,597, ,14.2, ,85.6, ,56.0, ,68.1, ,91, ,29, ,60, ,53.9, ,12.1, ,289.7, ,67.9, 
212,8/29/2022,241,0.26, ,0, ,559, ,13.9, ,90.8, ,57.3, ,70.6, ,83, ,25, ,54, ,53.4, ,12.4, ,297.9, ,67.6, 
212,8/30/2022,242,0.27, ,0, ,581, ,14.6, ,91.8, ,59.0, ,71.9, ,84, ,27, ,54, ,54.6, ,12.5, ,300.6, ,68.6, 
212,8/31/2022,243,0.26, ,0, ,595, ,12.6, ,96.2, ,57.5, ,73.1, ,81, ,15, ,45, ,50.6, ,9.6, ,231.1, ,68.6, 
