52,7/1/2022,182,0.20, ,0, ,650, ,13.1, ,71.0, ,52.3, ,59.4, ,92, ,56, ,76, ,51.7, ,3.7, ,88.2, ,69.7, 
52,7/2/2022,183,0.19, ,0, ,652, ,13.0, ,71.3, ,53.6, ,58.9, ,88, ,56, ,77, ,51.6, ,3.3, ,79.8, ,69.4, 
52,7/3/2022,184,0.21, ,0, ,680, ,12.6, ,70.0, ,49.6, ,58.6, ,92, ,56, ,75, ,50.6, ,3.4, ,81.4, ,69.0, 
52,7/4/2022,185,0.22, ,0, ,675, ,13.7, ,77.2, ,49.6, ,62.1, ,93, ,38, ,72, ,52.9, ,3.7, ,88.6, ,68.7, 
52,7/5/2022,186,0.21, ,0, ,657, ,16.9, ,74.2, ,59.3, ,64.8, ,95, ,65, ,81, ,58.7, ,3.4, ,80.5, ,69.7, 
52,7/6/2022,187,0.16, ,0, ,507, ,15.8, ,70.9, ,57.8, ,62.9, ,93, ,62, ,81, ,56.8, ,3.6, ,85.6, ,70.2, 
52,7/7/2022,188,0.21, ,0, ,655, ,14.9, ,72.0, ,54.8, ,62.1, ,95, ,61, ,78, ,55.3, ,3.6, ,86.0, ,70.3, 
52,7/8/2022,189,0.22, ,0, ,676, ,14.7, ,78.6, ,54.0, ,64.0, ,96, ,48, ,72, ,54.8, ,3.0, ,73.2, ,70.2, 
52,7/9/2022,190,0.22, ,0, ,681, ,14.6, ,75.7, ,55.3, ,61.9, ,94, ,52, ,77, ,54.6, ,3.6, ,85.2, ,70.4, 
52,7/10/2022,191,0.21, ,0, ,681, ,14.4, ,71.8, ,54.2, ,61.4, ,95, ,60, ,78, ,54.4, ,3.5, ,84.2, ,69.7, 
52,7/11/2022,192,0.21, ,0, ,644, ,14.6, ,78.4, ,54.3, ,62.8, ,96, ,49, ,75, ,54.8, ,2.9, ,70.0, ,70.2, 
52,7/12/2022,193,0.21, ,0, ,641, ,14.9, ,74.6, ,54.9, ,62.3, ,96, ,56, ,78, ,55.2, ,3.4, ,81.2, ,70.9, 
52,7/13/2022,194,0.20, ,0, ,649, ,15.0, ,75.0, ,56.0, ,62.3, ,93, ,57, ,78, ,55.4, ,3.7, ,88.7, ,71.1, 
52,7/14/2022,195,0.21, ,0, ,628, ,15.1, ,79.3, ,55.7, ,64.5, ,97, ,49, ,73, ,55.6, ,3.0, ,71.2, ,71.3, 
52,7/15/2022,196,0.22, ,0, ,651, ,14.4, ,78.5, ,55.4, ,65.1, ,88, ,49, ,68, ,54.2, ,3.1, ,74.7, ,71.3, 
52,7/16/2022,197,0.23, ,0, ,654, ,14.4, ,81.3, ,53.3, ,65.3, ,94, ,43, ,67, ,54.2, ,2.8, ,67.9, ,71.1, 
52,7/17/2022,198,0.23, ,0, ,649, ,14.3, ,82.7, ,54.5, ,66.7, ,89, ,42, ,64, ,54.1, ,2.7, ,64.1, ,71.2, 
52,7/18/2022,199,0.12, ,0, ,367, ,14.5, ,81.0, ,57.0, ,68.0, ,83, ,45, ,62, ,54.5, ,2.4, ,58.3, ,71.4, 
52,7/19/2022,200,0.24, ,0, ,660, ,13.8, ,83.0, ,53.4, ,67.2, ,93, ,39, ,61, ,53.2, ,2.8, ,67.6, ,71.4, 
52,7/20/2022,201,0.22, ,0, ,649, ,14.0, ,80.5, ,53.1, ,63.4, ,95, ,43, ,70, ,53.5, ,3.0, ,71.0, ,71.6, 
52,7/21/2022,202,0.21, ,0, ,656, ,13.9, ,76.0, ,52.7, ,61.5, ,96, ,50, ,74, ,53.3, ,3.2, ,77.6, ,71.7, 
52,7/22/2022,203,0.22, ,0, ,660, ,13.7, ,82.2, ,52.8, ,63.3, ,96, ,40, ,69, ,52.9, ,3.0, ,71.2, ,71.5, 
52,7/23/2022,204,0.21, ,0, ,656, ,13.6, ,74.6, ,53.1, ,60.6, ,92, ,51, ,75, ,52.7, ,3.5, ,82.9, ,70.8, 
52,7/24/2022,205,0.17, ,0, ,558, ,13.6, ,73.3, ,53.5, ,59.3, ,94, ,55, ,79, ,52.8, ,3.3, ,79.2, ,70.3, 
52,7/25/2022,206,0.20, ,0, ,619, ,13.9, ,73.3, ,53.2, ,60.4, ,94, ,54, ,78, ,53.3, ,3.4, ,81.6, ,70.5, 
52,7/26/2022,207,0.20, ,0, ,620, ,14.1, ,73.2, ,53.9, ,61.0, ,95, ,56, ,77, ,53.7, ,3.4, ,82.2, ,70.8, 
52,7/27/2022,208,0.19, ,0, ,604, ,14.4, ,71.0, ,54.0, ,60.9, ,95, ,60, ,79, ,54.4, ,3.5, ,83.4, ,70.9, 
52,7/28/2022,209,0.19, ,0, ,589, ,14.6, ,75.9, ,55.0, ,61.7, ,95, ,53, ,78, ,54.6, ,3.3, ,79.2, ,71.1, 
52,7/29/2022,210,0.21, ,0, ,614, ,14.9, ,80.1, ,55.5, ,64.1, ,93, ,44, ,73, ,55.3, ,3.2, ,75.8, ,71.2, 
52,7/30/2022,211,0.16, ,0, ,479, ,15.3, ,80.3, ,56.7, ,65.7, ,93, ,44, ,71, ,55.9, ,2.6, ,62.0, ,71.3, 
52,7/31/2022,212,0.14, ,0, ,391, ,16.0, ,78.9, ,60.6, ,70.0,H,82,H,52,H,64, ,57.3, ,2.5, ,59.1, ,71.2, 
