75,6/1/2022,152,0.24, ,0, ,745,R,15.5, ,79.1, ,55.5, ,66.3, ,95, ,50, ,70, ,56.4, ,4.4, ,105.2, ,70.0, 
75,6/2/2022,153,0.22, ,0, ,706, ,15.6, ,78.2, ,54.4, ,64.3, ,95, ,55, ,76, ,56.5, ,4.4, ,106.6, ,70.2, 
75,6/3/2022,154,0.18, ,0, ,584, ,15.4, ,76.0, ,58.3, ,64.3, ,90, ,56, ,75, ,56.2, ,4.3, ,102.9, ,70.3, 
75,6/4/2022,155,0.20, ,0, ,626, ,15.3, ,75.2, ,60.9, ,65.9, ,83, ,56, ,70, ,56.0, ,4.4, ,106.4, ,70.5, 
75,6/5/2022,156,0.22, ,0, ,693, ,16.2, ,76.9, ,61.1, ,67.5, ,90, ,55, ,70, ,57.5, ,4.5, ,107.9, ,71.1, 
75,6/6/2022,157,0.24, ,0, ,730, ,17.0, ,79.3, ,60.9, ,68.4, ,88, ,54, ,72, ,59.0, ,4.6, ,111.0, ,71.6, 
75,6/7/2022,158,0.23, ,0, ,723, ,18.0, ,78.3, ,62.4, ,68.4, ,89, ,59, ,76, ,60.5, ,4.4, ,106.7, ,72.2, 
75,6/8/2022,159,0.23, ,0, ,711, ,17.9, ,78.7, ,62.4, ,68.3, ,94, ,57, ,76, ,60.4, ,4.7, ,111.7, ,72.8, 
75,6/9/2022,160,0.23, ,0.00,H,710, ,17.8, ,79.8, ,61.4, ,68.4, ,93, ,58, ,75, ,60.2, ,3.8, ,91.1, ,73.1, 
75,6/10/2022,161,0.24, ,0, ,718, ,17.7, ,82.5, ,58.9, ,69.4, ,93, ,52, ,72, ,60.0, ,3.7, ,89.0, ,73.0, 
75,6/11/2022,162,0.25, ,0, ,741, ,17.4, ,82.4, ,59.5, ,69.7, ,94, ,50, ,70, ,59.5, ,3.7, ,89.3, ,73.0, 
75,6/12/2022,163,0.24, ,0, ,746,R,17.0, ,80.6, ,59.5, ,68.1, ,93, ,49, ,73, ,58.9, ,4.4, ,105.2, ,73.1, 
75,6/13/2022,164,0.17, ,0, ,521, ,17.4, ,77.9, ,62.3, ,67.8, ,94, ,58, ,75, ,59.5, ,5.3,Y,126.7,Y,73.0, 
75,6/14/2022,165,0.23, ,0, ,681, ,16.8, ,77.6, ,61.6, ,69.0, ,84, ,58, ,69, ,58.5, ,4.5, ,108.2, ,72.9, 
75,6/15/2022,166,0.22, ,0.01, ,686, ,17.4, ,80.3, ,60.1, ,67.9, ,94, ,55, ,75, ,59.6, ,4.6, ,109.2, ,73.0, 
75,6/16/2022,167,0.23, ,0.02, ,716, ,17.7, ,80.4, ,61.1, ,68.2, ,88, ,56, ,75, ,60.1, ,4.4, ,106.5, ,73.3, 
75,6/17/2022,168,0.23, ,0.01, ,697, ,15.1, ,76.4, ,61.8, ,67.0, ,80, ,51, ,67, ,55.6, ,5.0,Y,121.0,Y,73.1, 
75,6/18/2022,169,0.25, ,0.03, ,754,R,12.7, ,76.5, ,56.6, ,66.0, ,81, ,34, ,58, ,51.0, ,4.2, ,100.6, ,72.6, 
75,6/19/2022,170,0.26, ,0.03, ,771,R,12.6, ,78.7, ,52.4, ,66.5, ,77, ,38, ,57, ,50.8, ,3.9, ,93.5, ,71.8, 
75,6/20/2022,171,0.28, ,0.04, ,775,R,12.5, ,88.6, ,55.0, ,71.7, ,73, ,26, ,47, ,50.4, ,3.5, ,83.9, ,71.6, 
75,6/21/2022,172,0.27, ,0.02, ,763,R,14.9, ,86.1, ,56.9, ,72.2, ,85, ,32, ,55, ,55.3, ,3.9, ,94.1, ,72.0, 
75,6/22/2022,173,0.22, ,0, ,590, ,17.4, ,87.9, ,63.1, ,73.3, ,88, ,39, ,62, ,59.5, ,3.8, ,91.7, ,72.6, 
75,6/23/2022,174,0.27, ,0, ,744, ,15.3, ,88.2, ,61.2, ,74.0, ,91, ,21, ,54, ,56.0, ,3.7, ,89.4, ,73.0, 
75,6/24/2022,175,0.28, ,0, ,777,R,15.6, ,88.3, ,56.5, ,72.4, ,93, ,30, ,57, ,56.5, ,3.4, ,82.7, ,73.1, 
75,6/25/2022,176,0.27, ,0, ,784,R,15.8, ,85.0, ,57.2, ,69.4, ,99, ,37, ,64, ,56.8, ,3.6, ,86.1, ,73.2, 
75,6/26/2022,177,0.26, ,0.02, ,756,R,16.1, ,85.0, ,54.5, ,69.2, ,100, ,38, ,66, ,57.4, ,3.4, ,82.6, ,72.9, 
75,6/27/2022,178,0.27, ,0.02, ,743, ,16.8, ,88.4, ,59.5, ,73.4, ,94, ,32, ,60, ,58.5, ,3.5, ,84.7, ,73.1, 
75,6/28/2022,179,0.27, ,0, ,745, ,17.2, ,90.9, ,60.7, ,75.1, ,92, ,26, ,58, ,59.3, ,3.7, ,87.6, ,73.5, 
75,6/29/2022,180,0.26, ,0, ,735, ,18.2, ,87.1, ,62.9, ,74.1, ,93, ,35, ,63, ,60.8, ,3.9, ,92.8, ,74.1, 
75,6/30/2022,181,0.25, ,0.02, ,739, ,18.4, ,83.6, ,62.7, ,71.5, ,91, ,48, ,70, ,61.1, ,3.7, ,88.2, ,74.4, 
