5,10/1/2021,274,0.18, ,0, ,460, ,10.1, ,90.6, ,51.1, ,69.6, ,75, ,18, ,41, ,44.8, ,3.4, ,82.3, ,77.9, 
5,10/2/2021,275,0.19, ,0, ,456, ,10.1, ,91.4, ,52.3, ,70.6, ,70, ,18, ,39, ,44.7, ,3.5, ,84.9, ,78.0,Y
5,10/3/2021,276,0.19, ,0, ,446, ,10.1, ,91.9, ,54.1, ,71.0, ,67, ,18, ,39, ,44.7, ,3.9, ,93.8, ,77.8,Y
5,10/4/2021,277,0.10, ,0, ,244, ,12.1, ,84.1, ,56.7, ,69.5, ,69, ,28, ,49, ,49.5, ,2.7, ,63.6, ,77.2, 
5,10/5/2021,278,0.18, ,0, ,403, ,11.4, ,90.0, ,58.1, ,72.8, ,64, ,24, ,41, ,48.0, ,4.1, ,97.5, ,77.5,Y
5,10/6/2021,279,0.15, ,0, ,400, ,11.5, ,84.7, ,55.5, ,68.9, ,70, ,28, ,48, ,48.2, ,3.2, ,76.6, ,77.8,Y
5,10/7/2021,280,0.16, ,0, ,389, ,11.7, ,81.7, ,57.7, ,68.1, ,71, ,30, ,50, ,48.8, ,5.4,Y,129.8,Y,78.0,Y
5,10/8/2021,281,0.10, ,0.02, ,288, ,11.2, ,69.3, ,47.8, ,60.2, ,83, ,44, ,63, ,47.5, ,4.9,Y,118.0,Y,77.3,Y
5,10/9/2021,282,0.14, ,0, ,469, ,9.1, ,71.6, ,42.7, ,56.8, ,89, ,32, ,58, ,42.1, ,3.3, ,78.8, ,74.4, 
5,10/10/2021,283,0.15, ,0, ,459, ,9.5, ,77.1, ,43.0, ,59.9, ,83, ,31, ,54, ,43.1, ,3.4, ,81.8, ,73.7, 
5,10/11/2021,284,0.25, ,0, ,403, ,5.9, ,68.7, ,44.5, ,58.8, ,84, ,18, ,35, ,31.0, ,12.8,R,306.1,R,72.7, 
5,10/12/2021,285,0.16, ,0, ,468,R,4.7,Y,67.6,Y,40.5, ,54.2, ,61, ,17, ,33,Y,25.6,Y,5.3,Y,126.3,Y,71.3, 
5,10/13/2021,286,0.14, ,0, ,446, ,5.5,Y,72.9, ,37.9, ,54.7, ,68, ,17, ,38,Y,29.5,Y,3.2, ,76.5, ,70.2, 
5,10/14/2021,287,0.14, ,0, ,445, ,7.2, ,75.3, ,39.6, ,56.3, ,75, ,21, ,46, ,36.1, ,3.3, ,78.8, ,70.2, 
5,10/15/2021,288,0.14, ,0, ,443, ,7.9, ,81.2, ,41.2, ,59.8, ,75, ,21, ,45, ,38.5, ,3.1, ,75.4, ,70.4, 
5,10/16/2021,289,0.15, ,0, ,446,R,7.8, ,84.8, ,42.2, ,62.0, ,75, ,15, ,41, ,38.2, ,3.7, ,88.6, ,70.8, 
5,10/17/2021,290,0.17, ,0, ,421, ,7.3, ,85.0, ,46.0, ,65.4, ,67, ,12, ,34, ,36.6, ,5.8,R,139.2,R,71.2, 
5,10/18/2021,291,0.10, ,0.04, ,371, ,9.4, ,66.3,Y,44.6, ,55.8, ,92, ,36, ,62, ,43.0, ,5.8,R,138.1,R,71.3, 
5,10/19/2021,292,0.12, ,0, ,441,R,8.5, ,72.9, ,38.3, ,55.3, ,91, ,31, ,57, ,40.2, ,3.0, ,72.4, ,68.7, 
5,10/20/2021,293,0.13, ,0, ,404, ,9.2, ,77.9, ,42.7, ,60.1, ,85, ,25, ,52, ,42.3, ,3.8, ,91.5, ,69.0, 
5,10/21/2021,294,0.13, ,0, ,373, ,9.5, ,81.8, ,51.6, ,65.1, ,69, ,21, ,45, ,43.1, ,3.1, ,75.4, ,70.1, 
5,10/22/2021,295,0.13, ,0, ,369, ,13.0, ,78.7, ,51.0, ,64.2, ,88, ,39, ,63, ,51.5, ,6.2,R,148.4,R,70.7, 
5,10/23/2021,296,0.12, ,0, ,362, ,10.9, ,70.7, ,54.3, ,62.0, ,75, ,39, ,58, ,46.9, ,4.0, ,97.0, ,72.2, 
5,10/24/2021,297,0.10, ,0, ,293, ,11.5, ,77.7, ,52.6, ,64.7, ,76, ,32, ,55, ,48.2, ,3.9, ,94.2, ,71.5, 
5,10/25/2021,298,0.05, ,0.92, ,128, ,13.4, ,72.6, ,49.4, ,59.8, ,97, ,45, ,76, ,52.3, ,6.5,R,155.7,R,70.6, 
5,10/26/2021,299,0.09, ,0.00, ,339, ,12.0, ,65.7, ,46.0, ,54.5, ,99, ,54, ,83, ,49.3, ,3.1, ,74.8, ,66.0, 
5,10/27/2021,300,0.10, ,0, ,374, ,12.2, ,70.7, ,45.9, ,57.3, ,98, ,49, ,76, ,49.9, ,2.5, ,60.5, ,65.3, 
5,10/28/2021,301,0.10, ,0, ,368, ,14.1, ,73.7, ,49.1, ,60.2, ,98, ,52, ,79, ,53.7, ,2.6, ,63.0, ,65.8, 
5,10/29/2021,302,0.10, ,0, ,358, ,15.4, ,79.1, ,51.3, ,63.4, ,98, ,45, ,77, ,56.2, ,2.8, ,67.1, ,66.6, 
5,10/30/2021,303,0.09, ,0, ,319, ,16.1,Y,79.2, ,51.2, ,63.4, ,99, ,49, ,80,Y,57.3,Y,2.4, ,57.4, ,67.2, 
5,10/31/2021,304,0.06, ,0, ,252, ,14.4, ,68.8, ,52.5, ,59.8, ,97, ,62, ,82, ,54.4, ,3.3, ,79.8, ,67.6, 
