240,4/1/2022,91,0.17, ,0, ,546, ,12.5, ,75.2, ,54.5, ,61.4, ,84, ,43, ,67, ,50.5, ,5.0, ,119.6, ,60.7, 
240,4/2/2022,92,0.08, ,0, ,291, ,12.8, ,69.0, ,51.2, ,58.4, ,92, ,55, ,77, ,51.1, ,3.6, ,86.3, ,61.4, 
240,4/3/2022,93,0.04, ,0, ,162, ,12.8, ,62.9, ,53.5, ,58.1, ,88, ,66, ,77, ,51.0, ,5.2, ,124.9, ,61.0, 
240,4/4/2022,94,0.19, ,0, ,596, ,12.3, ,80.3, ,50.8, ,62.6, ,92, ,34, ,63, ,50.0, ,3.7, ,89.8, ,60.8, 
240,4/5/2022,95,0.20, ,0, ,595, ,13.1, ,83.9, ,49.8, ,67.0, ,94, ,34, ,58, ,51.8, ,3.8, ,90.3, ,62.3, 
240,4/6/2022,96,0.25, ,0, ,622, ,8.6, ,92.3, ,52.8, ,73.0, ,92, ,9, ,31, ,40.6, ,4.6, ,111.4, ,63.6,Y
240,4/7/2022,97,0.30,R,0, ,631,R,4.1,Y,92.1, ,56.8, ,76.3,Y,39, ,6, ,13,Y,22.2,Y,6.8, ,163.2, ,64.0,Y
240,4/8/2022,98,0.25, ,0, ,641,R,5.2, ,95.9, ,53.7, ,76.2,Y,40, ,7, ,17,Y,28.1,Y,3.9, ,94.0, ,64.1,Y
240,4/9/2022,99,0.25, ,0, ,615, ,9.5, ,88.1, ,54.1, ,68.8, ,89, ,15, ,40, ,43.2, ,6.6, ,158.2, ,65.0,Y
240,4/10/2022,100,0.16, ,0, ,520, ,13.2, ,74.4, ,56.2, ,62.8, ,88, ,44, ,68, ,52.0, ,5.6, ,133.7, ,64.9,Y
240,4/11/2022,101,0.11, ,0, ,328, ,11.3, ,67.7, ,52.8, ,59.2, ,83, ,49, ,66, ,47.7, ,7.4, ,178.5, ,64.7,Y
240,4/12/2022,102,0.21, ,0, ,652,R,6.8, ,67.2, ,48.2, ,56.6, ,83, ,15, ,43, ,34.6, ,7.0, ,168.2, ,63.2, 
240,4/13/2022,103,0.20, ,0, ,653,R,6.1, ,74.6, ,36.5,Y,55.8, ,79, ,15, ,40, ,32.0, ,4.5, ,108.5, ,62.1, 
240,4/14/2022,104,0.21, ,0, ,647, ,7.8, ,75.9, ,39.8, ,58.2, ,81, ,24, ,47, ,38.1, ,5.2, ,125.9, ,62.3, 
240,4/15/2022,105,0.20, ,0, ,642, ,10.1, ,77.2, ,41.5, ,59.8, ,88, ,32, ,57, ,44.8, ,4.6, ,111.1, ,62.7, 
240,4/16/2022,106,0.18, ,0, ,557, ,11.9, ,70.7, ,51.3, ,59.5, ,91, ,42, ,68, ,49.1, ,6.3, ,150.4, ,63.5, 
240,4/17/2022,107,0.21, ,0, ,623, ,11.6, ,82.6, ,54.4, ,65.0, ,85, ,27, ,55, ,48.4, ,4.8, ,114.4, ,64.1, 
240,4/18/2022,108,0.24, ,0, ,628, ,10.3, ,86.4, ,48.8, ,67.1, ,86, ,14, ,46, ,45.4, ,4.7, ,112.1, ,65.1, 
240,4/19/2022,109,0.23, ,0, ,638, ,11.0, ,81.2, ,53.3, ,65.2, ,85, ,24, ,52, ,47.0, ,5.8, ,140.3, ,65.7,Y
240,4/20/2022,110,0.17, ,0, ,477, ,11.6, ,72.1, ,50.5, ,60.2, ,97, ,44, ,65, ,48.4, ,7.9, ,188.5, ,65.6,Y
240,4/21/2022,111,0.22, ,0, ,655, ,9.9, ,75.3, ,43.8, ,59.7, ,84, ,32, ,57, ,44.4, ,5.4, ,130.0, ,64.6, 
240,4/22/2022,112,0.16, ,0.11, ,462, ,10.4, ,65.9, ,50.0, ,57.2, ,90, ,41, ,65, ,45.6, ,8.0, ,192.3, ,64.0, 
240,4/23/2022,113,0.24, ,0, ,678, ,8.3, ,78.3, ,42.8, ,61.4, ,95, ,18, ,44, ,39.6, ,5.5, ,131.2, ,62.8, 
240,4/24/2022,114,0.27, ,0, ,671, ,6.5, ,83.3, ,46.4, ,66.8, ,76, ,13, ,29, ,33.7, ,5.4, ,129.2, ,63.5, 
240,4/25/2022,115,0.25, ,0, ,684,R,5.4, ,88.4, ,45.4, ,69.9, ,59, ,7, ,22, ,29.2, ,3.7, ,87.9, ,64.5, 
240,4/26/2022,116,0.25, ,0, ,600, ,7.1, ,85.8, ,54.9, ,69.3, ,81, ,12, ,29, ,35.6, ,5.4, ,129.0, ,65.1, 
240,4/27/2022,117,0.22, ,0, ,651, ,12.3, ,79.4, ,53.1, ,63.1, ,92, ,34, ,62, ,50.0, ,6.6, ,158.1, ,64.8, 
240,4/28/2022,118,0.15, ,0, ,480, ,11.5, ,70.3, ,53.2, ,59.5, ,90, ,45, ,66, ,48.2, ,6.4, ,152.5, ,64.5, 
240,4/29/2022,119,0.24, ,0, ,675, ,11.1, ,83.3, ,50.6, ,65.4, ,88, ,23, ,52, ,47.4, ,5.3, ,126.7, ,64.3, 
240,4/30/2022,120,0.26, ,0, ,685, ,11.6, ,86.4, ,50.5, ,68.4, ,89, ,21, ,49, ,48.4, ,5.4, ,129.1, ,65.4, 
