218,8/1/2022,213,0.30, ,0, ,595, ,22.0, ,100.3, ,80.6, ,91.2, ,68, ,28, ,44, ,66.3, ,6.7, ,161.4, ,84.2, 
218,8/2/2022,214,0.38, ,0, ,627, ,17.1, ,105.2, ,85.1, ,95.6, ,36, ,24, ,30, ,59.1, ,8.8,Y,210.1,Y,82.9, 
218,8/3/2022,215,0.35, ,0, ,617, ,17.7, ,104.0, ,81.0, ,94.9, ,43, ,26, ,32, ,60.1, ,8.0, ,192.1, ,83.6, 
218,8/4/2022,216,0.21, ,0, ,325, ,22.4, ,95.4,Y,80.9, ,89.6, ,59, ,36, ,47, ,66.8, ,7.6, ,183.3, ,83.1, 
218,8/5/2022,217,0.26, ,0, ,561, ,23.2, ,100.5, ,80.5, ,90.0, ,72, ,33, ,48, ,67.7, ,4.9, ,117.7, ,83.7, 
218,8/6/2022,218,0.36, ,0, ,629, ,15.8, ,110.8, ,78.1, ,96.5, ,50, ,18, ,27, ,56.9, ,7.4, ,177.9, ,83.4, 
218,8/7/2022,219,0.28, ,0, ,481, ,21.9, ,101.2, ,86.1, ,93.3, ,55, ,21, ,41, ,66.1, ,8.2,Y,196.7,Y,83.7, 
218,8/8/2022,220,0.24, ,0, ,499, ,25.2, ,99.2, ,82.4, ,89.0, ,69, ,41, ,54, ,70.2, ,5.3, ,126.1, ,84.2, 
218,8/9/2022,221,0.29, ,0, ,583, ,22.2, ,102.6, ,80.9, ,91.9, ,69, ,28, ,43, ,66.5, ,5.2, ,125.7, ,84.5, 
218,8/10/2022,222,0.31, ,0, ,612, ,19.6, ,105.3, ,80.3, ,92.9, ,54, ,24, ,37, ,62.9, ,5.5, ,132.1, ,84.4, 
218,8/11/2022,223,0.31, ,0, ,592, ,19.9, ,103.6, ,80.8, ,93.8, ,49, ,25, ,37, ,63.4, ,5.8, ,140.2, ,84.5, 
218,8/12/2022,224,0.34, ,0.09, ,566, ,20.5, ,99.5, ,78.2, ,91.9, ,68, ,22, ,40, ,64.2, ,9.3,Y,224.0,Y,84.3, 
218,8/13/2022,225,0.20, ,0.02, ,474, ,27.0, ,101.8, ,78.0, ,89.1, ,80, ,36, ,58, ,72.2, ,4.5, ,108.8, ,84.3, 
218,8/14/2022,226,0.26, ,0, ,547, ,26.5, ,102.4, ,82.0, ,92.0, ,75, ,31, ,52, ,71.7, ,6.1, ,145.7, ,85.3, 
218,8/15/2022,227,0.25, ,0, ,532, ,24.5, ,101.2, ,81.9, ,90.6, ,73, ,32, ,50, ,69.4, ,5.2, ,124.3, ,85.2, 
218,8/16/2022,228,0.29, ,0, ,588, ,22.7, ,104.6, ,77.5, ,92.0, ,60, ,28, ,44, ,67.2, ,5.5, ,132.0, ,85.2, 
218,8/17/2022,229,0.30, ,0, ,585, ,21.9, ,105.1, ,80.2, ,93.1, ,58, ,23, ,41, ,66.2, ,5.7, ,135.6, ,85.2, 
218,8/18/2022,230,0.27, ,0, ,570, ,24.8, ,103.3, ,83.3, ,93.2, ,70, ,27, ,47, ,69.7, ,5.3, ,126.5, ,85.6, 
218,8/19/2022,231,0.28, ,0, ,563, ,25.0, ,101.2, ,81.6, ,91.5, ,68, ,33, ,49, ,69.9, ,6.8, ,163.9, ,85.5, 
218,8/20/2022,232,0.26, ,0, ,542, ,27.4, ,98.6, ,83.1, ,90.7, ,67, ,40, ,56, ,72.7, ,7.4, ,176.8, ,85.5, 
218,8/21/2022,233,0.25, ,0, ,533, ,28.7, ,98.9, ,85.6, ,91.6, ,71, ,40, ,57, ,74.1, ,6.7, ,160.6, ,85.7, 
218,8/22/2022,234,0.27, ,0, ,534, ,24.5, ,99.6, ,83.1, ,91.0, ,63, ,37, ,49, ,69.3, ,6.7, ,160.5, ,85.7, 
218,8/23/2022,235,0.27, ,0, ,556, ,25.8, ,102.6, ,79.7, ,92.2, ,74, ,30, ,50, ,70.8, ,5.8, ,140.3, ,85.6, 
218,8/24/2022,236,0.22, ,0, ,446, ,26.3, ,100.9, ,82.4, ,91.4, ,67, ,38, ,52, ,71.4, ,5.9, ,141.6, ,85.9, 
218,8/25/2022,237,0.25, ,0, ,506, ,24.5, ,100.0, ,81.1, ,91.2, ,73, ,37, ,49, ,69.3, ,5.3, ,127.9, ,85.9, 
218,8/26/2022,238,0.30, ,0, ,572, ,15.9, ,105.2, ,78.9, ,94.3, ,50, ,18, ,29, ,57.0, ,5.6, ,133.5, ,85.4, 
218,8/27/2022,239,0.33, ,0, ,582, ,14.2, ,104.8, ,80.9, ,94.1, ,37, ,19, ,26, ,53.9, ,7.4,Y,177.5,Y,84.7, 
218,8/28/2022,240,0.28, ,0, ,564, ,19.6, ,100.9, ,77.0, ,90.2, ,50, ,28, ,40, ,63.0, ,5.5, ,133.1, ,84.0, 
218,8/29/2022,241,0.28, ,0, ,573, ,20.8, ,101.6, ,75.3, ,90.0, ,63, ,28, ,43, ,64.6, ,5.4, ,130.2, ,84.2, 
218,8/30/2022,242,0.29, ,0, ,576, ,18.2, ,111.9, ,77.8, ,94.8, ,61, ,17, ,32, ,60.8, ,5.0, ,119.4, ,84.4, 
218,8/31/2022,243,0.32, ,0, ,564, ,21.0, ,106.7, ,81.6, ,94.9, ,59, ,27, ,38, ,65.0, ,7.4, ,177.2, ,83.9, 
