159,7/1/2022,182,--,N,0, ,679, ,15.0, ,91.8, ,62.5, ,74.8, ,83, ,23, ,51, ,55.4, ,3.8, ,90.1, ,83.0, 
159,7/2/2022,183,--,N,0, ,686, ,14.6, ,87.7, ,60.8, ,72.7, ,82, ,27, ,53, ,54.7, ,3.8, ,90.9, ,83.0, 
159,7/3/2022,184,--,N,0, ,652, ,14.6, ,83.3, ,60.1, ,69.6, ,80, ,40, ,59, ,54.7, ,4.0, ,94.9, ,82.6, 
159,7/4/2022,185,--,N,0, ,646, ,14.8, ,82.5, ,59.0, ,69.2, ,83, ,41, ,61, ,55.0, ,3.8, ,91.1, ,82.1, 
159,7/5/2022,186,--,N,0, ,648, ,15.4, ,85.4, ,59.2, ,70.4, ,83, ,38, ,60, ,56.1, ,3.8, ,90.8, ,82.0, 
159,7/6/2022,187,--,N,0, ,639, ,16.5, ,85.7, ,61.9, ,71.5, ,88, ,41, ,62, ,58.0, ,3.9, ,92.5, ,82.3, 
159,7/7/2022,188,--,N,0, ,685, ,15.2, ,90.7, ,59.0, ,73.6, ,86, ,31, ,54, ,55.8, ,3.9, ,93.2, ,82.5, 
159,7/8/2022,189,--,N,0, ,666, ,16.1, ,90.0, ,61.1, ,73.1, ,86, ,33, ,58, ,57.4, ,3.8, ,92.1, ,82.8, 
159,7/9/2022,190,--,N,0, ,697, ,14.8, ,90.3, ,59.8, ,74.5, ,89, ,22, ,51, ,55.1, ,3.5, ,84.8, ,83.0, 
159,7/10/2022,191,--,N,0, ,689, ,14.2, ,92.5, ,59.6, ,76.0, ,75, ,26, ,46, ,53.9, ,3.6, ,87.0, ,83.2, 
159,7/11/2022,192,--,N,0, ,677, ,16.0, ,89.9, ,60.4, ,72.8, ,85, ,36, ,58, ,57.2, ,4.0, ,96.3, ,83.4, 
159,7/12/2022,193,--,N,0, ,649, ,15.8, ,87.2, ,61.3, ,70.8, ,87, ,37, ,62, ,56.9, ,4.0, ,97.2, ,83.4, 
159,7/13/2022,194,--,N,0, ,651, ,15.8, ,86.3, ,61.1, ,71.1, ,87, ,38, ,61, ,56.9, ,4.0, ,95.4, ,83.2, 
159,7/14/2022,195,--,N,0, ,632, ,16.5, ,86.6, ,61.9, ,72.9, ,83, ,42, ,60, ,58.1, ,4.0, ,95.0, ,83.1, 
159,7/15/2022,196,--,N,0, ,638, ,17.7, ,91.8, ,64.8, ,76.0, ,82, ,37, ,58, ,60.0, ,3.9, ,92.7, ,83.5, 
159,7/16/2022,197,--,N,0, ,639, ,17.7, ,93.2, ,65.8, ,77.3, ,80, ,34, ,55, ,60.1, ,3.9, ,92.5, ,84.1, 
159,7/17/2022,198,--,N,0, ,610, ,18.7, ,94.4, ,67.0, ,76.9, ,79, ,33, ,59, ,61.5, ,3.9, ,93.6, ,84.4, 
159,7/18/2022,199,--,N,0, ,628, ,17.3, ,93.6, ,69.9, ,79.5, ,75, ,30, ,50, ,59.5, ,4.0, ,96.6, ,85.0, 
159,7/19/2022,200,--,N,0, ,653, ,12.7,Y,94.9, ,65.5, ,79.7, ,70, ,14, ,37,Y,50.8,Y,3.7, ,89.9, ,85.3, 
159,7/20/2022,201,--,N,0, ,616, ,12.5,Y,94.6, ,66.3, ,78.4, ,60, ,17, ,38,Y,50.5,Y,3.7, ,87.7, ,85.2, 
159,7/21/2022,202,--,N,0, ,587, ,14.4, ,92.6, ,64.7, ,76.6, ,73, ,22, ,46, ,54.2, ,3.6, ,87.0, ,84.9, 
159,7/22/2022,203,--,N,0, ,641, ,17.3, ,92.7, ,63.4, ,74.7, ,89, ,30, ,59, ,59.5, ,4.0, ,95.1, ,84.8, 
159,7/23/2022,204,--,N,0, ,615, ,18.4, ,89.7, ,65.9, ,73.9, ,85, ,38, ,64, ,61.1, ,4.1, ,98.9, ,85.0, 
159,7/24/2022,205,--,N,0, ,613, ,18.6, ,89.5, ,66.5, ,73.8, ,82, ,41, ,65, ,61.5, ,4.1, ,97.7, ,85.1, 
159,7/25/2022,206,--,N,0, ,635, ,18.1, ,89.8, ,63.9, ,73.9, ,84, ,40, ,63, ,60.7, ,4.0, ,95.9, ,85.2, 
159,7/26/2022,207,--,N,0, ,645, ,17.3, ,89.7, ,63.0, ,73.5, ,86, ,37, ,61, ,59.4, ,3.8, ,91.6, ,85.2, 
159,7/27/2022,208,--,N,0, ,637, ,16.0, ,90.5, ,62.2, ,73.4, ,85, ,31, ,57, ,57.3, ,3.6, ,87.0, ,85.2, 
159,7/28/2022,209,--,N,0, ,534, ,15.7, ,90.6, ,62.9, ,74.6, ,82, ,22, ,54, ,56.7, ,3.6, ,85.3, ,84.8, 
159,7/29/2022,210,--,N,0, ,621, ,16.2, ,92.1, ,65.2, ,75.6, ,81, ,29, ,53, ,57.5, ,4.1, ,98.0, ,85.0,Y
159,7/30/2022,211,--,N,0, ,382, ,18.1, ,89.7, ,66.7, ,74.9, ,80, ,37, ,61, ,60.7, ,3.3, ,79.7, ,84.7,Y
159,7/31/2022,212,--,N,0, ,405, ,14.9, ,92.9, ,69.6, ,79.2, ,71, ,24, ,44, ,55.3, ,3.5, ,84.6, ,84.7,Y
