250,3/1/2022,60,0.10, ,0, ,386, ,10.0, ,73.0, ,38.4, ,54.9, ,99, ,39, ,68, ,44.6, ,2.9, ,69.3, ,49.7, 
250,3/2/2022,61,0.14, ,0, ,389, ,9.7, ,73.3, ,40.9, ,56.8, ,99, ,36, ,61, ,43.7, ,5.2, ,125.7, ,50.8, 
250,3/3/2022,62,0.02, ,0.11, ,105, ,11.9, ,61.3, ,48.3, ,53.4, ,99, ,43, ,86, ,49.2, ,5.6, ,133.3, ,51.7, 
250,3/4/2022,63,0.14, ,0.01, ,459,R,9.2, ,66.7, ,36.7, ,53.9, ,99, ,32, ,65, ,42.4, ,6.2, ,148.6, ,52.1, 
250,3/5/2022,64,0.08, ,0, ,333, ,7.2, ,61.5, ,34.4, ,45.5, ,98, ,40, ,70, ,36.2, ,3.7, ,88.7, ,51.0, 
250,3/6/2022,65,0.14, ,0, ,475,R,6.2, ,65.6, ,29.2, ,47.3, ,99, ,23, ,56, ,32.4, ,5.9, ,140.9, ,49.9, 
250,3/7/2022,66,0.19, ,0, ,476,R,5.3, ,70.3, ,33.6, ,51.7, ,81, ,16, ,40, ,28.3, ,9.0, ,217.0, ,49.7, 
250,3/8/2022,67,0.18, ,0, ,454, ,5.9, ,76.5, ,34.0, ,56.1, ,84, ,15, ,39, ,31.2, ,6.7, ,161.0, ,49.7, 
250,3/9/2022,68,0.15, ,0, ,466, ,6.6, ,77.7, ,43.1, ,57.6, ,73, ,23, ,41, ,34.1, ,4.6, ,110.2, ,50.7, 
250,3/10/2022,69,0.23, ,0, ,508,R,3.8,Y,68.5, ,41.5, ,53.9, ,44, ,11, ,27,Y,20.8,Y,12.8,Y,306.9,Y,51.1, 
250,3/11/2022,70,0.15, ,0, ,502,R,4.8,Y,74.3, ,34.0, ,53.3, ,80, ,12, ,35,Y,26.2,Y,4.1, ,98.7, ,50.6, 
250,3/12/2022,71,0.19, ,0, ,477, ,6.5, ,74.5, ,31.4, ,53.5, ,93, ,10, ,46, ,33.5, ,8.1, ,194.2, ,50.6, 
250,3/13/2022,72,0.13, ,0, ,406, ,7.6, ,68.2, ,44.0, ,56.3, ,76, ,22, ,49, ,37.4, ,6.2, ,148.7, ,52.6, 
250,3/14/2022,73,0.16, ,0, ,679,R,8.8, ,70.2, ,57.2,Y,65.0, ,93, ,32, ,42, ,41.3, ,7.4, ,178.4, ,53.8, 
250,3/15/2022,74,0.11, ,0.03, ,366, ,14.4, ,72.6, ,51.8, ,60.4, ,99, ,41, ,80, ,54.3, ,7.2, ,172.3, ,54.6, 
250,3/16/2022,75,0.16, ,0, ,512,R,8.6, ,74.1, ,42.1, ,57.6, ,99, ,24, ,53, ,40.6, ,5.0, ,120.4, ,55.9, 
250,3/17/2022,76,0.13, ,0, ,446, ,9.6, ,73.1, ,43.1, ,55.9, ,85, ,36, ,63, ,43.6, ,4.0, ,96.2, ,56.8, 
250,3/18/2022,77,0.16, ,0, ,482, ,9.7, ,73.3, ,40.0, ,58.2, ,99, ,36, ,59, ,43.9, ,5.2, ,123.7, ,57.1, 
250,3/19/2022,78,0.11, ,0.00, ,325, ,9.9, ,67.6, ,45.0, ,56.7, ,89, ,36, ,63, ,44.3, ,6.9, ,165.8, ,56.3, 
250,3/20/2022,79,0.20, ,0, ,533,R,5.6, ,70.9, ,44.2, ,55.6, ,79, ,17, ,37, ,29.8, ,9.1, ,217.3, ,55.2, 
250,3/21/2022,80,0.27, ,0, ,520, ,8.2, ,81.7, ,42.7, ,65.4, ,57, ,27, ,38, ,39.3, ,11.8,Y,284.3,Y,54.5, 
250,3/22/2022,81,0.27,R,0, ,535,R,10.9, ,86.5,Y,54.4, ,71.0,Y,73, ,26, ,42,Y,46.9,Y,11.4,Y,274.1,Y,56.1, 
250,3/23/2022,82,0.17, ,0, ,529, ,12.6, ,83.9, ,47.2, ,65.0, ,90, ,36, ,60, ,50.6, ,3.2, ,76.2, ,57.3, 
250,3/24/2022,83,0.17, ,0, ,485, ,12.8, ,84.7, ,48.6, ,65.5, ,95, ,36, ,60, ,51.1, ,4.2, ,101.0, ,58.1, 
250,3/25/2022,84,0.17, ,0, ,548,R,11.7, ,79.4, ,42.6, ,60.9, ,99, ,34, ,64, ,48.7, ,3.9, ,93.3, ,58.4, 
250,3/26/2022,85,0.18, ,0, ,526, ,11.1, ,79.9, ,41.8, ,62.1, ,99, ,34, ,58, ,47.2, ,4.9, ,117.0, ,58.3, 
250,3/27/2022,86,0.14, ,0.20, ,408, ,11.1, ,71.0, ,45.6, ,57.8, ,99, ,40, ,68, ,47.3, ,6.9, ,165.7, ,58.4, 
250,3/28/2022,87,0.04, ,0.25, ,192, ,13.2, ,60.8, ,46.3, ,53.7, ,99, ,73, ,94, ,52.0, ,4.3, ,103.3, ,58.1, 
250,3/29/2022,88,0.16, ,0.00, ,549, ,12.6, ,77.5, ,40.3, ,57.9, ,100, ,42, ,77, ,50.7, ,4.4, ,104.5, ,57.5, 
250,3/30/2022,89,0.03, ,0, ,185, ,12.4, ,63.1, ,44.5, ,52.9, ,99, ,70, ,91, ,50.3, ,3.7, ,87.8, ,58.0, 
250,3/31/2022,90,0.21, ,0, ,539, ,8.1, ,75.8, ,41.7, ,56.8, ,99, ,17, ,52, ,39.2, ,6.4, ,154.6, ,57.0, 
