107,10/1/2021,274,0.18, ,0, ,502, ,13.6, ,85.7, ,58.3, ,69.7, ,100, ,30, ,55, ,52.8, ,2.4, ,57.9, ,69.2, 
107,10/2/2021,275,0.15, ,0.02, ,481, ,16.8, ,84.3, ,56.6, ,67.8, ,100, ,36, ,72, ,58.6, ,2.2, ,52.0, ,69.6, 
107,10/3/2021,276,0.16, ,0, ,467, ,15.1, ,90.4, ,55.7, ,71.0, ,100, ,21, ,58, ,55.5, ,2.2, ,52.2, ,69.4, 
107,10/4/2021,277,0.15, ,0.29, ,409, ,15.7, ,88.5, ,60.4, ,72.0, ,94, ,30, ,59, ,56.8, ,2.8, ,67.9, ,70.0, 
107,10/5/2021,278,0.13, ,0, ,421, ,17.9, ,79.0, ,59.9, ,67.8, ,100, ,55, ,77, ,60.4, ,2.4, ,58.0, ,70.5, 
107,10/6/2021,279,0.08, ,0, ,304, ,18.1, ,71.1, ,59.3, ,63.5, ,100, ,74, ,90, ,60.6, ,2.4, ,57.2, ,69.9, 
107,10/7/2021,280,0.01, ,0.08, ,84, ,17.8, ,67.0, ,59.9, ,63.6, ,100, ,77, ,89, ,60.2, ,2.5, ,59.4, ,68.7, 
107,10/8/2021,281,0.13, ,0.08, ,433, ,14.2, ,73.7, ,54.5, ,63.2, ,100, ,37, ,72, ,54.0, ,2.8, ,66.5, ,68.6, 
107,10/9/2021,282,0.14, ,0, ,462, ,12.9, ,73.6, ,50.8, ,62.3, ,90, ,42, ,67, ,51.3, ,2.7, ,65.1, ,67.1, 
107,10/10/2021,283,0.15, ,0.03, ,470, ,12.4, ,79.9, ,52.0, ,64.5, ,93, ,29, ,60, ,50.3, ,2.5, ,60.7, ,66.9, 
107,10/11/2021,284,0.16, ,0.03,H,450, ,10.0, ,79.5, ,53.1, ,62.8, ,92, ,19, ,51, ,44.5, ,4.1,Y,97.7,Y,66.6, 
107,10/12/2021,285,0.17, ,0, ,460, ,6.5,Y,72.5, ,55.7, ,62.4, ,70, ,17, ,34,Y,33.4,Y,4.1,Y,98.3,Y,65.2, 
107,10/13/2021,286,0.14, ,0, ,435, ,9.3, ,75.2, ,51.1, ,62.1, ,84, ,22, ,49, ,42.6, ,2.7, ,63.9, ,64.6, 
107,10/14/2021,287,0.14, ,0, ,447, ,11.3, ,79.6, ,51.1, ,63.9, ,72, ,34, ,56, ,47.8, ,2.5, ,59.1, ,64.8, 
107,10/15/2021,288,0.16, ,0, ,456,R,9.1, ,--,S,53.1, ,72.5,H,66,H,13,H,33, ,42.2, ,2.3, ,55.4, ,65.4, 
107,10/16/2021,289,0.17, ,0.05, ,455,R,7.2, ,100.9,Y,55.1, ,73.6, ,46, ,11, ,26, ,36.2, ,2.3, ,54.9, ,65.9, 
107,10/17/2021,290,0.13, ,0, ,432, ,13.4, ,77.1, ,50.8, ,63.2, ,92, ,41, ,67, ,52.3, ,2.6, ,61.4, ,65.2, 
107,10/18/2021,291,0.14, ,0.02, ,438, ,13.9, ,--,S,54.9, ,67.2,H,100,H,31,H,61, ,53.3, ,3.6, ,86.2, ,65.7, 
107,10/19/2021,292,0.12, ,0, ,426, ,13.5, ,104.9,R,52.4, ,61.2, ,92, ,50, ,73, ,52.6, ,2.8, ,66.5, ,64.5, 
107,10/20/2021,293,0.11, ,0.04, ,406, ,17.2, ,--,S,52.9, ,64.3, ,100, ,55, ,84, ,59.3, ,2.4, ,58.4, ,64.0, 
107,10/21/2021,294,0.10, ,0, ,344, ,21.0,Y,--,S,54.4, ,67.9,H,100,H,59,H,90,Y,65.0,Y,2.4, ,57.5, ,64.2, 
107,10/22/2021,295,0.09, ,0.01, ,321, ,19.6, ,79.8, ,55.7, ,64.3, ,100, ,72, ,95, ,62.9, ,2.7, ,65.9, ,65.5, 
107,10/23/2021,296,0.09, ,0, ,315, ,17.3, ,84.3, ,57.3, ,64.7, ,100, ,54, ,83, ,59.4, ,2.5, ,59.6, ,66.2, 
107,10/24/2021,297,0.09, ,0.00, ,336, ,17.8, ,77.7, ,59.1, ,64.7, ,98, ,67, ,85, ,60.2, ,2.6, ,62.4, ,65.7, 
107,10/25/2021,298,0.05, ,1.35, ,177, ,15.8, ,71.3, ,56.2, ,61.8, ,100, ,55, ,83, ,56.8, ,4.8,R,114.2,R,64.9, 
107,10/26/2021,299,0.11, ,0, ,376, ,14.2, ,--,S,50.1, ,62.6,H,84,H,47,H,73, ,53.9, ,2.5, ,59.8, ,63.3, 
107,10/27/2021,300,0.12, ,0, ,385, ,13.3, ,104.3,R,53.0, ,69.4, ,82, ,28, ,54, ,52.2, ,2.4, ,57.1, ,63.6, 
107,10/28/2021,301,0.13,R,0, ,383, ,15.4, ,96.5,Y,60.3, ,76.7,Y,81,H,24,H,49,Y,56.1,Y,2.2, ,53.7, ,65.0, 
107,10/29/2021,302,0.12, ,0.04, ,365, ,20.7,Y,98.3,Y,61.4,Y,74.2,Y,100, ,40, ,72,Y,64.4,Y,2.4, ,58.0, ,65.8, 
107,10/30/2021,303,0.05,R,0.01, ,228, ,21.6,Y,--,S,59.6, ,65.6, ,100, ,85, ,100,Y,65.6,Y,2.4, ,58.6, ,65.7, 
107,10/31/2021,304,0.02,R,0, ,115, ,26.4,R,103.8,R,55.3, ,70.9,H,100,H,86,H,--,R,--,I,2.3, ,55.7, ,65.2, 
